lon,lat,predicted_label_2019,predicted_label_2024,changed
113.4146,-2.9173,Forest,Forest,False
113.455,-2.9173,Forest,Forest,False
113.4729,-2.9173,Forest,Forest,False
113.4819,-2.9173,Forest,Forest,False
113.5403,-2.9173,Forest,Forest,False
113.1316,-2.9128,Forest,Forest,False
113.154,-2.9128,Forest,Forest,False
113.2394,-2.9128,Shrubland/Agriculture,Forest,True
113.3651,-2.9128,Forest,Forest,False
113.3696,-2.9128,Forest,Forest,False
113.3966,-2.9128,Forest,Forest,False
113.4101,-2.9128,Forest,Forest,False
113.419,-2.9128,Forest,Forest,False
113.5223,-2.9128,Forest,Forest,False
113.154,-2.9083,Forest,Forest,False
113.2349,-2.9083,Forest,Forest,False
113.2978,-2.9083,Forest,Shrubland/Agriculture,True
113.3247,-2.9083,Shrubland/Agriculture,Shrubland/Agriculture,False
113.5134,-2.9083,Forest,Forest,False
113.5403,-2.9083,Forest,Forest,False
113.5852,-2.9083,Forest,Forest,False
113.6212,-2.9083,Forest,Forest,False
113.6346,-2.9083,Forest,Forest,False
113.6706,-2.9083,Shrubland/Agriculture,Forest,True
113.1406,-2.9038,Forest,Forest,False
113.181,-2.9038,Forest,Forest,False
113.2618,-2.9038,Shrubland/Agriculture,Shrubland/Agriculture,False
113.2663,-2.9038,Forest,Shrubland/Agriculture,True
113.2843,-2.9038,Shrubland/Agriculture,Forest,True
113.5089,-2.9038,Forest,Forest,False
113.5493,-2.9038,Forest,Forest,False
113.1001,-2.8993,Forest,Forest,False
113.154,-2.8993,Forest,Forest,False
113.199,-2.8993,Forest,Forest,False
113.2663,-2.8993,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3876,-2.8993,Forest,Forest,False
113.4011,-2.8993,Forest,Forest,False
113.437,-2.8993,Forest,Forest,False
113.5493,-2.8993,Forest,Forest,False
113.5538,-2.8993,Forest,Forest,False
113.1001,-2.8948,Shrubland/Agriculture,Forest,True
113.1136,-2.8948,Forest,Forest,False
113.1406,-2.8948,Forest,Forest,False
113.1585,-2.8948,Forest,Forest,False
113.2124,-2.8948,Forest,Forest,False
113.2349,-2.8948,Shrubland/Agriculture,Forest,True
113.3157,-2.8948,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3562,-2.8948,Forest,Forest,False
113.4729,-2.8948,Forest,Forest,False
113.4819,-2.8948,Forest,Forest,False
113.5089,-2.8948,Forest,Forest,False
113.1855,-2.8903,Forest,Forest,False
113.2259,-2.8903,Forest,Forest,False
113.2843,-2.8903,Water,Water,False
113.419,-2.8903,Forest,Forest,False
113.4774,-2.8903,Forest,Forest,False
113.1091,-2.8858,Forest,Forest,False
113.154,-2.8858,Forest,Forest,False
113.181,-2.8858,Forest,Forest,False
113.2034,-2.8858,Forest,Forest,False
113.2978,-2.8858,Shrubland/Agriculture,Forest,True
113.3292,-2.8858,Forest,Forest,False
113.3427,-2.8858,Forest,Forest,False
113.3517,-2.8858,Forest,Forest,False
113.419,-2.8858,Forest,Forest,False
113.4909,-2.8858,Forest,Forest,False
113.5089,-2.8858,Forest,Forest,False
113.5268,-2.8858,Forest,Forest,False
113.6301,-2.8858,Forest,Forest,False
113.1046,-2.8813,Forest,Built-up,True
113.1675,-2.8813,Forest,Forest,False
113.19,-2.8813,Forest,Forest,False
113.2798,-2.8813,Forest,Forest,False
113.2843,-2.8813,Forest,Forest,False
113.3023,-2.8813,Shrubland/Agriculture,Forest,True
113.4864,-2.8813,Forest,Forest,False
113.5089,-2.8813,Forest,Forest,False
113.163,-2.8769,Forest,Forest,False
113.1765,-2.8769,Forest,Forest,False
113.19,-2.8769,Forest,Forest,False
113.2259,-2.8769,Shrubland/Agriculture,Forest,True
113.2439,-2.8769,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3068,-2.8769,Shrubland/Agriculture,Forest,True
113.4595,-2.8769,Forest,Forest,False
113.4954,-2.8769,Forest,Forest,False
113.6167,-2.8769,Forest,Forest,False
113.6526,-2.8769,Forest,Forest,False
113.1361,-2.8724,Forest,Forest,False
113.2034,-2.8724,Forest,Forest,False
113.2169,-2.8724,Shrubland/Agriculture,Forest,True
113.3112,-2.8724,Shrubland/Agriculture,Shrubland/Agriculture,False
113.464,-2.8724,Forest,Forest,False
113.5358,-2.8724,Forest,Forest,False
113.6032,-2.8724,Forest,Forest,False
113.6481,-2.8724,Forest,Forest,False
113.1136,-2.8679,Forest,Forest,False
113.1765,-2.8679,Forest,Forest,False
113.3068,-2.8679,Forest,Shrubland/Agriculture,True
113.5223,-2.8679,Forest,Forest,False
113.5942,-2.8679,Forest,Forest,False
113.2753,-2.8634,Forest,Forest,False
113.3292,-2.8634,Forest,Forest,False
113.3517,-2.8634,Forest,Forest,False
113.3741,-2.8634,Forest,Forest,False
113.4415,-2.8634,Forest,Forest,False
113.4729,-2.8634,Forest,Forest,False
113.4909,-2.8634,Forest,Forest,False
113.5403,-2.8634,Forest,Forest,False
113.6391,-2.8634,Forest,Forest,False
113.1495,-2.8589,Forest,Forest,False
113.2349,-2.8589,Shrubland/Agriculture,Shrubland/Agriculture,False
113.5807,-2.8589,Forest,Forest,False
113.6571,-2.8589,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3831,-2.8544,Forest,Forest,False
113.419,-2.8544,Forest,Forest,False
113.5987,-2.8544,Forest,Forest,False
113.6706,-2.8544,Shrubland/Agriculture,Forest,True
113.2349,-2.8499,Shrubland/Agriculture,Forest,True
113.3068,-2.8499,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3741,-2.8499,Forest,Forest,False
113.5718,-2.8499,Forest,Forest,False
113.6212,-2.8499,Forest,Forest,False
113.6571,-2.8499,Shrubland/Agriculture,Shrubland/Agriculture,False
113.1001,-2.8454,Forest,Forest,False
113.1361,-2.8454,Forest,Forest,False
113.1406,-2.8454,Forest,Forest,False
113.2124,-2.8454,Forest,Forest,False
113.3157,-2.8454,Forest,Forest,False
113.3831,-2.8454,Forest,Forest,False
113.4505,-2.8454,Forest,Forest,False
113.5403,-2.8454,Forest,Forest,False
113.6526,-2.8454,Shrubland/Agriculture,Forest,True
113.1271,-2.8409,Forest,Forest,False
113.1316,-2.8409,Forest,Forest,False
113.1675,-2.8409,Forest,Forest,False
113.3966,-2.8409,Forest,Forest,False
113.4235,-2.8409,Forest,Forest,False
113.4505,-2.8409,Forest,Forest,False
113.4684,-2.8409,Forest,Forest,False
113.5403,-2.8409,Forest,Forest,False
113.5807,-2.8409,Forest,Forest,False
113.6257,-2.8409,Forest,Forest,False
113.154,-2.8364,Forest,Forest,False
113.2663,-2.8364,Shrubland/Agriculture,Shrubland/Agriculture,False
113.2888,-2.8364,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3247,-2.8364,Forest,Forest,False
113.3427,-2.8364,Forest,Forest,False
113.4011,-2.8364,Forest,Forest,False
113.4415,-2.8364,Forest,Forest,False
113.6301,-2.8364,Forest,Forest,False
113.6481,-2.8364,Forest,Forest,False
113.6661,-2.8364,Shrubland/Agriculture,Shrubland/Agriculture,False
113.1316,-2.8319,Forest,Forest,False
113.1361,-2.8319,Forest,Forest,False
113.19,-2.8319,Forest,Forest,False
113.2079,-2.8319,Shrubland/Agriculture,Forest,True
113.3427,-2.8319,Forest,Forest,False
113.5313,-2.8319,Forest,Forest,False
113.6571,-2.8319,Shrubland/Agriculture,Shrubland/Agriculture,False
113.1046,-2.8274,Forest,Forest,False
113.1226,-2.8274,Forest,Forest,False
113.1316,-2.8274,Forest,Forest,False
113.1451,-2.8274,Forest,Forest,False
113.1765,-2.8274,Forest,Forest,False
113.2843,-2.8274,Water,Shrubland/Agriculture,True
113.2933,-2.8274,Shrubland/Agriculture,Forest,True
113.3562,-2.8274,Forest,Forest,False
113.437,-2.8274,Forest,Forest,False
113.4415,-2.8274,Forest,Forest,False
113.464,-2.8274,Forest,Forest,False
113.5493,-2.8274,Forest,Forest,False
113.5628,-2.8274,Forest,Forest,False
113.6167,-2.8274,Forest,Forest,False
113.6571,-2.8274,Shrubland/Agriculture,Shrubland/Agriculture,False
113.1181,-2.823,Forest,Forest,False
113.1316,-2.823,Forest,Forest,False
113.2034,-2.823,Forest,Forest,False
113.4011,-2.823,Forest,Forest,False
113.4235,-2.823,Forest,Forest,False
113.4325,-2.823,Forest,Forest,False
113.5897,-2.823,Forest,Forest,False
113.6032,-2.823,Forest,Forest,False
113.6481,-2.823,Forest,Forest,False
113.199,-2.8185,Forest,Forest,False
113.2394,-2.8185,Shrubland/Agriculture,Forest,True
113.2618,-2.8185,Shrubland/Agriculture,Forest,True
113.2843,-2.8185,Forest,Forest,False
113.2888,-2.8185,Water,Water,False
113.4146,-2.8185,Forest,Forest,False
113.5268,-2.8185,Forest,Forest,False
113.6077,-2.8185,Forest,Forest,False
113.6257,-2.8185,Forest,Forest,False
113.6436,-2.8185,Forest,Forest,False
113.1091,-2.814,Forest,Forest,False
113.2529,-2.814,Shrubland/Agriculture,Forest,True
113.2798,-2.814,Forest,Forest,False
113.4101,-2.814,Forest,Forest,False
113.5942,-2.814,Forest,Forest,False
113.6212,-2.814,Forest,Forest,False
113.6436,-2.814,Forest,Forest,False
113.6706,-2.814,Shrubland/Agriculture,Forest,True
113.1046,-2.8095,Forest,Forest,False
113.181,-2.8095,Forest,Forest,False
113.199,-2.8095,Forest,Forest,False
113.3023,-2.8095,Shrubland/Agriculture,Forest,True
113.4235,-2.8095,Forest,Forest,False
113.455,-2.8095,Forest,Forest,False
113.4595,-2.8095,Forest,Forest,False
113.6706,-2.8095,Shrubland/Agriculture,Forest,True
113.1136,-2.805,Forest,Forest,False
113.163,-2.805,Forest,Forest,False
113.2349,-2.805,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3247,-2.805,Forest,Shrubland/Agriculture,True
113.3607,-2.805,Forest,Forest,False
113.3966,-2.805,Forest,Forest,False
113.4011,-2.805,Forest,Forest,False
113.4325,-2.805,Forest,Forest,False
113.4909,-2.805,Forest,Forest,False
113.4954,-2.805,Forest,Forest,False
113.5179,-2.805,Forest,Forest,False
113.5897,-2.805,Forest,Forest,False
113.6257,-2.805,Forest,Forest,False
113.6436,-2.805,Forest,Forest,False
113.6661,-2.805,Forest,Forest,False
113.181,-2.8005,Forest,Forest,False
113.3427,-2.8005,Forest,Forest,False
113.446,-2.8005,Forest,Forest,False
113.464,-2.8005,Forest,Forest,False
113.5313,-2.8005,Forest,Forest,False
113.5493,-2.8005,Forest,Forest,False
113.5718,-2.8005,Forest,Forest,False
113.5762,-2.8005,Forest,Forest,False
113.5807,-2.8005,Forest,Forest,False
113.6616,-2.8005,Forest,Forest,False
113.2304,-2.796,Forest,Shrubland/Agriculture,True
113.2663,-2.796,Shrubland/Agriculture,Shrubland/Agriculture,False
113.2798,-2.796,Water,Shrubland/Agriculture,True
113.3472,-2.796,Forest,Forest,False
113.3607,-2.796,Forest,Forest,False
113.4595,-2.796,Forest,Forest,False
113.4954,-2.796,Forest,Forest,False
113.5223,-2.796,Forest,Forest,False
113.5987,-2.796,Forest,Forest,False
113.6526,-2.796,Forest,Forest,False
113.1001,-2.7915,Forest,Forest,False
113.1406,-2.7915,Forest,Forest,False
113.2708,-2.7915,Forest,Forest,False
113.3921,-2.7915,Forest,Forest,False
113.4954,-2.7915,Forest,Forest,False
113.5134,-2.7915,Forest,Forest,False
113.6257,-2.7915,Forest,Forest,False
113.6391,-2.7915,Forest,Forest,False
113.2978,-2.787,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3427,-2.787,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3472,-2.787,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3607,-2.787,Forest,Forest,False
113.3921,-2.787,Forest,Forest,False
113.4999,-2.787,Forest,Forest,False
113.5268,-2.787,Forest,Forest,False
113.5673,-2.787,Forest,Forest,False
113.6122,-2.787,Forest,Forest,False
113.6257,-2.787,Forest,Forest,False
113.6571,-2.787,Shrubland/Agriculture,Shrubland/Agriculture,False
113.6661,-2.787,Forest,Forest,False
113.1585,-2.7825,Forest,Forest,False
113.181,-2.7825,Forest,Forest,False
113.437,-2.7825,Forest,Forest,False
113.5223,-2.7825,Forest,Forest,False
113.6257,-2.7825,Forest,Forest,False
113.1046,-2.778,Forest,Forest,False
113.1136,-2.778,Forest,Forest,False
113.154,-2.778,Forest,Forest,False
113.172,-2.778,Forest,Forest,False
113.2618,-2.778,Forest,Forest,False
113.2663,-2.778,Forest,Forest,False
113.2708,-2.778,Forest,Forest,False
113.2933,-2.778,Forest,Forest,False
113.3427,-2.778,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3786,-2.778,Forest,Forest,False
113.3876,-2.778,Forest,Forest,False
113.4325,-2.778,Forest,Forest,False
113.4505,-2.778,Forest,Forest,False
113.4684,-2.778,Forest,Forest,False
113.5673,-2.778,Forest,Forest,False
113.5807,-2.778,Forest,Forest,False
113.6616,-2.778,Forest,Forest,False
113.1181,-2.7735,Forest,Forest,False
113.2618,-2.7735,Forest,Forest,False
113.2978,-2.7735,Forest,Forest,False
113.4999,-2.7735,Forest,Forest,False
113.5493,-2.7735,Forest,Forest,False
113.6212,-2.7735,Forest,Forest,False
113.6346,-2.7735,Forest,Forest,False
113.3382,-2.7691,Forest,Forest,False
113.4415,-2.7691,Forest,Forest,False
113.1136,-2.7646,Forest,Forest,False
113.163,-2.7646,Forest,Forest,False
113.2394,-2.7646,Shrubland/Agriculture,Shrubland/Agriculture,False
113.4056,-2.7646,Forest,Forest,False
113.4235,-2.7646,Forest,Forest,False
113.4909,-2.7646,Forest,Forest,False
113.5942,-2.7646,Forest,Forest,False
113.2439,-2.7601,Shrubland/Agriculture,Forest,True
113.2484,-2.7601,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3247,-2.7601,Shrubland/Agriculture,Shrubland/Agriculture,False
113.4235,-2.7601,Forest,Forest,False
113.4954,-2.7601,Forest,Forest,False
113.6167,-2.7601,Forest,Forest,False
113.1316,-2.7556,Forest,Forest,False
113.1585,-2.7556,Forest,Forest,False
113.3517,-2.7556,Forest,Forest,False
113.446,-2.7556,Forest,Forest,False
113.5223,-2.7556,Forest,Forest,False
113.5448,-2.7556,Forest,Forest,False
113.1495,-2.7511,Forest,Forest,False
113.2034,-2.7511,Shrubland/Agriculture,Forest,True
113.3966,-2.7511,Forest,Forest,False
113.4774,-2.7511,Forest,Forest,False
113.5223,-2.7511,Forest,Forest,False
113.5942,-2.7511,Forest,Forest,False
113.6257,-2.7511,Forest,Forest,False
113.1451,-2.7466,Forest,Forest,False
113.2663,-2.7466,Shrubland/Agriculture,Forest,True
113.2798,-2.7466,Forest,Forest,False
113.2888,-2.7466,Forest,Forest,False
113.3427,-2.7466,Forest,Forest,False
113.3517,-2.7466,Forest,Forest,False
113.4909,-2.7466,Forest,Forest,False
113.1495,-2.7421,Forest,Forest,False
113.19,-2.7421,Forest,Forest,False
113.2573,-2.7421,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3112,-2.7421,Shrubland/Agriculture,Shrubland/Agriculture,False
113.4999,-2.7421,Forest,Forest,False
113.6032,-2.7421,Forest,Forest,False
113.1181,-2.7376,Forest,Forest,False
113.1495,-2.7376,Forest,Forest,False
113.2573,-2.7376,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3023,-2.7376,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3517,-2.7376,Forest,Forest,False
113.3966,-2.7376,Forest,Forest,False
113.5718,-2.7376,Forest,Forest,False
113.6122,-2.7376,Forest,Forest,False
113.2573,-2.7331,Shrubland/Agriculture,Shrubland/Agriculture,False
113.2618,-2.7331,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3831,-2.7331,Forest,Forest,False
113.4011,-2.7331,Forest,Forest,False
113.4325,-2.7331,Forest,Forest,False
113.4415,-2.7331,Forest,Forest,False
113.5628,-2.7331,Forest,Forest,False
113.6077,-2.7331,Forest,Forest,False
113.1226,-2.7286,Forest,Forest,False
113.163,-2.7286,Forest,Forest,False
113.181,-2.7286,Forest,Forest,False
113.1945,-2.7286,Forest,Forest,False
113.2708,-2.7286,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3831,-2.7286,Forest,Forest,False
113.5313,-2.7286,Forest,Forest,False
113.5448,-2.7286,Forest,Forest,False
113.6077,-2.7286,Forest,Forest,False
113.1046,-2.7241,Forest,Forest,False
113.1226,-2.7241,Forest,Forest,False
113.2573,-2.7241,Shrubland/Agriculture,Forest,True
113.3427,-2.7241,Shrubland/Agriculture,Forest,True
113.4819,-2.7241,Forest,Forest,False
113.2214,-2.7196,Forest,Forest,False
113.2708,-2.7196,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3068,-2.7196,Water,Water,False
113.4101,-2.7196,Forest,Forest,False
113.4235,-2.7196,Forest,Forest,False
113.5089,-2.7196,Forest,Forest,False
113.5538,-2.7196,Forest,Forest,False
113.5897,-2.7196,Forest,Forest,False
113.6616,-2.7196,Forest,Forest,False
113.1406,-2.7152,Forest,Forest,False
113.1495,-2.7152,Forest,Forest,False
113.2439,-2.7152,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3023,-2.7152,Forest,Forest,False
113.3921,-2.7152,Forest,Forest,False
113.455,-2.7152,Forest,Forest,False
113.5538,-2.7152,Forest,Forest,False
113.5852,-2.7152,Forest,Forest,False
113.6301,-2.7152,Forest,Forest,False
113.6391,-2.7152,Forest,Forest,False
113.154,-2.7107,Forest,Forest,False
113.2259,-2.7107,Forest,Forest,False
113.2349,-2.7107,Shrubland/Agriculture,Forest,True
113.3068,-2.7107,Shrubland/Agriculture,Shrubland/Agriculture,False
113.446,-2.7107,Forest,Forest,False
113.5223,-2.7107,Forest,Forest,False
113.5403,-2.7107,Forest,Forest,False
113.5807,-2.7107,Forest,Forest,False
113.3696,-2.7062,Shrubland/Agriculture,Forest,True
113.3741,-2.7062,Forest,Forest,False
113.5807,-2.7062,Forest,Forest,False
113.6257,-2.7062,Forest,Forest,False
113.163,-2.7017,Forest,Forest,False
113.2933,-2.7017,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3292,-2.7017,Forest,Forest,False
113.4011,-2.7017,Forest,Forest,False
113.4505,-2.7017,Forest,Forest,False
113.1855,-2.6972,Forest,Forest,False
113.3427,-2.6972,Shrubland/Agriculture,Shrubland/Agriculture,False
113.4864,-2.6972,Forest,Forest,False
113.5673,-2.6972,Forest,Forest,False
113.5762,-2.6972,Forest,Forest,False
113.6346,-2.6972,Forest,Forest,False
113.1675,-2.6927,Forest,Forest,False
113.2708,-2.6927,Shrubland/Agriculture,Shrubland/Agriculture,False
113.2798,-2.6927,Forest,Shrubland/Agriculture,True
113.3382,-2.6927,Water,Water,False
113.3562,-2.6927,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3696,-2.6927,Shrubland/Agriculture,Forest,True
113.4056,-2.6927,Forest,Forest,False
113.4505,-2.6927,Forest,Forest,False
113.6212,-2.6927,Forest,Forest,False
113.6481,-2.6927,Forest,Forest,False
113.6661,-2.6927,Forest,Forest,False
113.1316,-2.6882,Forest,Forest,False
113.1945,-2.6882,Forest,Forest,False
113.2169,-2.6882,Forest,Shrubland/Agriculture,True
113.2529,-2.6882,Shrubland/Agriculture,Shrubland/Agriculture,False
113.2753,-2.6882,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3382,-2.6882,Shrubland/Agriculture,Shrubland/Agriculture,False
113.437,-2.6882,Forest,Forest,False
113.6661,-2.6882,Forest,Forest,False
113.6706,-2.6882,Forest,Forest,False
113.3112,-2.6837,Forest,Forest,False
113.3247,-2.6837,Shrubland/Agriculture,Forest,True
113.419,-2.6837,Forest,Forest,False
113.6436,-2.6837,Forest,Forest,False
113.6481,-2.6837,Forest,Forest,False
113.2079,-2.6792,Shrubland/Agriculture,Forest,True
113.3786,-2.6792,Shrubland/Agriculture,Forest,True
113.3831,-2.6792,Forest,Forest,False
113.464,-2.6792,Forest,Forest,False
113.5448,-2.6792,Forest,Forest,False
113.5628,-2.6792,Forest,Forest,False
113.5762,-2.6792,Forest,Forest,False
113.6526,-2.6792,Forest,Forest,False
113.1046,-2.6747,Forest,Forest,False
113.2034,-2.6747,Shrubland/Agriculture,Shrubland/Agriculture,False
113.2484,-2.6747,Shrubland/Agriculture,Forest,True
113.428,-2.6747,Forest,Forest,False
113.5044,-2.6747,Forest,Forest,False
113.5538,-2.6747,Forest,Forest,False
113.6077,-2.6747,Forest,Forest,False
113.6122,-2.6747,Forest,Forest,False
113.6616,-2.6747,Forest,Forest,False
113.1316,-2.6702,Forest,Forest,False
113.3696,-2.6702,Shrubland/Agriculture,Shrubland/Agriculture,False
113.5044,-2.6702,Forest,Forest,False
113.6257,-2.6702,Forest,Forest,False
113.1046,-2.6658,Forest,Forest,False
113.2978,-2.6658,Forest,Forest,False
113.4684,-2.6658,Forest,Forest,False
113.6571,-2.6658,Forest,Forest,False
113.1495,-2.6613,Forest,Forest,False
113.1585,-2.6613,Forest,Forest,False
113.2124,-2.6613,Forest,Forest,False
113.2663,-2.6613,Shrubland/Agriculture,Forest,True
113.3696,-2.6613,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3921,-2.6613,Forest,Forest,False
113.3966,-2.6613,Forest,Forest,False
113.419,-2.6613,Forest,Forest,False
113.464,-2.6613,Forest,Forest,False
113.5179,-2.6613,Forest,Forest,False
113.1765,-2.6568,Forest,Forest,False
113.2259,-2.6568,Forest,Forest,False
113.2394,-2.6568,Forest,Forest,False
113.2798,-2.6568,Shrubland/Agriculture,Forest,True
113.3157,-2.6568,Forest,Shrubland/Agriculture,True
113.3427,-2.6568,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3741,-2.6568,Shrubland/Agriculture,Forest,True
113.4954,-2.6568,Forest,Forest,False
113.6077,-2.6568,Forest,Forest,False
113.6616,-2.6568,Forest,Forest,False
113.2259,-2.6523,Forest,Forest,False
113.3202,-2.6523,Forest,Shrubland/Agriculture,True
113.4954,-2.6523,Forest,Forest,False
113.6616,-2.6523,Forest,Forest,False
113.2124,-2.6478,Forest,Forest,False
113.3068,-2.6478,Forest,Forest,False
113.4146,-2.6478,Shrubland/Agriculture,Shrubland/Agriculture,False
113.428,-2.6478,Shrubland/Agriculture,Shrubland/Agriculture,False
113.4729,-2.6478,Forest,Forest,False
113.6436,-2.6478,Forest,Forest,False
113.1451,-2.6433,Forest,Forest,False
113.154,-2.6433,Forest,Forest,False
113.2663,-2.6433,Forest,Forest,False
113.3562,-2.6433,Forest,Shrubland/Agriculture,True
113.3651,-2.6433,Shrubland/Agriculture,Forest,True
113.5987,-2.6433,Forest,Forest,False
113.1046,-2.6388,Forest,Forest,False
113.199,-2.6388,Forest,Forest,False
113.2169,-2.6388,Forest,Forest,False
113.3247,-2.6388,Forest,Built-up,True
113.3876,-2.6388,Shrubland/Agriculture,Built-up,True
113.4101,-2.6388,Forest,Forest,False
113.4864,-2.6388,Forest,Forest,False
113.4954,-2.6388,Forest,Forest,False
113.5897,-2.6388,Forest,Forest,False
113.2034,-2.6343,Forest,Forest,False
113.3157,-2.6343,Forest,Shrubland/Agriculture,True
113.3382,-2.6343,Shrubland/Agriculture,Built-up,True
113.3517,-2.6343,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3786,-2.6343,Forest,Built-up,True
113.4325,-2.6343,Shrubland/Agriculture,Forest,True
113.1001,-2.6298,Forest,Forest,False
113.1181,-2.6298,Forest,Forest,False
113.1316,-2.6298,Forest,Forest,False
113.1495,-2.6298,Forest,Forest,False
113.1675,-2.6298,Forest,Forest,False
113.2304,-2.6298,Forest,Forest,False
113.2394,-2.6298,Forest,Forest,False
113.2978,-2.6298,Shrubland/Agriculture,Forest,True
113.4146,-2.6298,Shrubland/Agriculture,Shrubland/Agriculture,False
113.5044,-2.6298,Forest,Forest,False
113.5583,-2.6298,Forest,Forest,False
113.1361,-2.6253,Forest,Forest,False
113.1495,-2.6253,Forest,Forest,False
113.1855,-2.6253,Forest,Forest,False
113.2529,-2.6253,Forest,Forest,False
113.3202,-2.6253,Forest,Shrubland/Agriculture,True
113.4415,-2.6253,Shrubland/Agriculture,Forest,True
113.455,-2.6253,Forest,Forest,False
113.4684,-2.6253,Forest,Forest,False
113.5044,-2.6253,Forest,Forest,False
113.6481,-2.6253,Forest,Forest,False
113.1091,-2.6208,Forest,Forest,False
113.163,-2.6208,Forest,Forest,False
113.2079,-2.6208,Forest,Forest,False
113.2259,-2.6208,Forest,Forest,False
113.2439,-2.6208,Forest,Forest,False
113.3247,-2.6208,Forest,Forest,False
113.446,-2.6208,Forest,Forest,False
113.5942,-2.6208,Forest,Forest,False
113.1451,-2.6163,Forest,Forest,False
113.1675,-2.6163,Forest,Forest,False
113.2439,-2.6163,Forest,Forest,False
113.3651,-2.6163,Water,Water,False
113.428,-2.6163,Shrubland/Agriculture,Forest,True
113.5313,-2.6163,Forest,Forest,False
113.5628,-2.6163,Forest,Forest,False
113.5807,-2.6163,Forest,Forest,False
113.5897,-2.6163,Forest,Forest,False
113.6526,-2.6163,Forest,Forest,False
113.1001,-2.6119,Forest,Forest,False
113.1091,-2.6119,Forest,Forest,False
113.3337,-2.6119,Forest,Shrubland/Agriculture,True
113.3472,-2.6119,Water,Water,False
113.3607,-2.6119,Shrubland/Agriculture,Shrubland/Agriculture,False
113.5044,-2.6119,Forest,Forest,False
113.6032,-2.6119,Forest,Forest,False
113.6077,-2.6119,Forest,Forest,False
113.6436,-2.6119,Forest,Forest,False
113.6481,-2.6119,Forest,Forest,False
113.2573,-2.6074,Forest,Forest,False
113.2708,-2.6074,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3472,-2.6074,Shrubland/Agriculture,Shrubland/Agriculture,False
113.4505,-2.6074,Forest,Forest,False
113.4595,-2.6074,Forest,Forest,False
113.4774,-2.6074,Forest,Forest,False
113.4819,-2.6074,Forest,Forest,False
113.5942,-2.6074,Forest,Forest,False
113.5987,-2.6074,Forest,Forest,False
113.6661,-2.6074,Forest,Forest,False
113.6706,-2.6074,Forest,Forest,False
113.3202,-2.6029,Shrubland/Agriculture,Shrubland/Agriculture,False
113.4101,-2.6029,Shrubland/Agriculture,Forest,True
113.464,-2.6029,Forest,Forest,False
113.5897,-2.6029,Forest,Forest,False
113.6257,-2.6029,Forest,Forest,False
113.1226,-2.5984,Forest,Forest,False
113.1855,-2.5984,Forest,Forest,False
113.1945,-2.5984,Forest,Forest,False
113.2618,-2.5984,Forest,Forest,False
113.4101,-2.5984,Forest,Shrubland/Agriculture,True
113.5134,-2.5984,Forest,Forest,False
113.1495,-2.5939,Shrubland/Agriculture,Shrubland/Agriculture,False
113.1585,-2.5939,Forest,Forest,False
113.3202,-2.5939,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3786,-2.5939,Forest,Shrubland/Agriculture,True
113.3921,-2.5939,Forest,Forest,False
113.4146,-2.5939,Shrubland/Agriculture,Shrubland/Agriculture,False
113.4954,-2.5939,Forest,Forest,False
113.5583,-2.5939,Forest,Forest,False
113.6436,-2.5939,Forest,Forest,False
113.163,-2.5894,Forest,Forest,False
113.3157,-2.5894,Shrubland/Agriculture,Shrubland/Agriculture,False
113.3292,-2.5894,Forest,Shrubland/Agriculture,True
113.3696,-2.5894,Forest,Forest,False
113.4011,-2.5894,Shrubland/Agriculture,Shrubland/Agriculture,False
113.419,-2.5894,Shrubland/Agriculture,Shrubland/Agriculture,False
113.4415,-2.5894,Forest,Forest,False
113.446,-2.5894,Forest,Forest,False
113.5089,-2.5894,Forest,Forest,False
113.6571,-2.5894,Forest,Forest,False
113.1451,-2.5849,Forest,Forest,False
113.154,-2.5849,Forest,Forest,False
113.199,-2.5849,Forest,Forest,False
113.2034,-2.5849,Forest,Forest,False
113.2079,-2.5849,Forest,Forest,False
