lon,lat,predicted_label_2019,predicted_label_2024,changed
115.3998,-3.847,Forest,Forest,False
115.4133,-3.847,Shrubland/Agriculture,Forest,True
115.4178,-3.847,Shrubland/Agriculture,Forest,True
115.4986,-3.8291,Water,Water,False
115.4133,-3.8246,Shrubland/Agriculture,Shrubland/Agriculture,False
115.4268,-3.8201,Shrubland/Agriculture,Shrubland/Agriculture,False
115.4492,-3.8201,Shrubland/Agriculture,Shrubland/Agriculture,False
115.3998,-3.8156,Shrubland/Agriculture,Forest,True
115.5391,-3.8156,Water,Water,False
115.4043,-3.8111,Shrubland/Agriculture,Forest,True
115.4447,-3.8021,Shrubland/Agriculture,Shrubland/Agriculture,False
115.4807,-3.8021,Bare/Mining-like,Bare/Mining-like,False
115.5076,-3.8021,Shrubland/Agriculture,Forest,True
115.5346,-3.8021,Water,Water,False
115.5436,-3.8021,Water,Water,False
115.4088,-3.7931,Shrubland/Agriculture,Built-up,True
115.5256,-3.7931,Forest,Forest,False
115.5436,-3.7931,Water,Water,False
115.593,-3.7931,Water,Water,False
115.4178,-3.7886,Shrubland/Agriculture,Built-up,True
115.4582,-3.7886,Forest,Forest,False
115.5436,-3.7886,Shrubland/Agriculture,Forest,True
115.566,-3.7886,Water,Water,False
115.4762,-3.7842,Shrubland/Agriculture,Shrubland/Agriculture,False
115.4897,-3.7842,Forest,Forest,False
115.575,-3.7842,Water,Water,False
115.6109,-3.7842,Water,Water,False
115.557,-3.7797,Shrubland/Agriculture,Shrubland/Agriculture,False
115.566,-3.7797,Shrubland/Agriculture,Water,True
115.5975,-3.7797,Water,Water,False
115.4133,-3.7752,Shrubland/Agriculture,Built-up,True
115.4223,-3.7752,Shrubland/Agriculture,Shrubland/Agriculture,False
115.5391,-3.7752,Shrubland/Agriculture,Shrubland/Agriculture,False
115.5436,-3.7752,Shrubland/Agriculture,Shrubland/Agriculture,False
115.593,-3.7752,Water,Water,False
115.3998,-3.7707,Shrubland/Agriculture,Built-up,True
115.4492,-3.7707,Shrubland/Agriculture,Shrubland/Agriculture,False
115.4537,-3.7707,Shrubland/Agriculture,Shrubland/Agriculture,False
115.4582,-3.7707,Forest,Forest,False
115.4717,-3.7707,Forest,Forest,False
115.4986,-3.7707,Forest,Forest,False
115.5076,-3.7707,Water,Shrubland/Agriculture,True
115.5301,-3.7707,Shrubland/Agriculture,Forest,True
115.5436,-3.7707,Shrubland/Agriculture,Forest,True
115.4088,-3.7662,Water,Built-up,True
115.4358,-3.7662,Bare/Mining-like,Bare/Mining-like,False
115.4403,-3.7662,Bare/Mining-like,Bare/Mining-like,False
115.4627,-3.7662,Forest,Forest,False
115.5121,-3.7662,Water,Bare/Mining-like,True
115.557,-3.7662,Shrubland/Agriculture,Forest,True
115.575,-3.7617,Shrubland/Agriculture,Forest,True
115.6064,-3.7617,Shrubland/Agriculture,Shrubland/Agriculture,False
115.584,-3.7572,Forest,Forest,False
115.4717,-3.7527,Forest,Forest,False
115.4942,-3.7527,Forest,Forest,False
115.5705,-3.7527,Forest,Forest,False
115.6379,-3.7527,Bare/Mining-like,Shrubland/Agriculture,True
115.4852,-3.7482,Forest,Forest,False
115.5031,-3.7482,Shrubland/Agriculture,Forest,True
115.6783,-3.7482,Shrubland/Agriculture,Shrubland/Agriculture,False
115.7142,-3.7482,Forest,Forest,False
115.4178,-3.7437,Shrubland/Agriculture,Shrubland/Agriculture,False
115.4358,-3.7437,Shrubland/Agriculture,Forest,True
115.4582,-3.7437,Bare/Mining-like,Shrubland/Agriculture,True
115.5301,-3.7437,Shrubland/Agriculture,Forest,True
115.6918,-3.7437,Shrubland/Agriculture,Shrubland/Agriculture,False
115.575,-3.7392,Forest,Forest,False
115.4403,-3.7347,Forest,Forest,False
115.4447,-3.7347,Forest,Forest,False
115.6154,-3.7347,Bare/Mining-like,Shrubland/Agriculture,True
115.6783,-3.7347,Shrubland/Agriculture,Shrubland/Agriculture,False
115.5391,-3.7303,Shrubland/Agriculture,Forest,True
115.6379,-3.7303,Shrubland/Agriculture,Forest,True
115.5031,-3.7258,Forest,Forest,False
115.5121,-3.7258,Shrubland/Agriculture,Forest,True
115.5795,-3.7258,Forest,Forest,False
115.6244,-3.7258,Shrubland/Agriculture,Built-up,True
115.4897,-3.7213,Forest,Forest,False
115.548,-3.7213,Shrubland/Agriculture,Forest,True
115.5795,-3.7213,Forest,Forest,False
115.5885,-3.7213,Forest,Forest,False
115.6783,-3.7168,Shrubland/Agriculture,Forest,True
115.4133,-3.7123,Forest,Forest,False
115.4582,-3.7123,Shrubland/Agriculture,Forest,True
115.6154,-3.7123,Forest,Forest,False
115.4537,-3.7078,Forest,Forest,False
115.4582,-3.7078,Shrubland/Agriculture,Shrubland/Agriculture,False
115.4672,-3.7078,Forest,Forest,False
115.5031,-3.7078,Forest,Forest,False
115.593,-3.7078,Forest,Forest,False
115.6244,-3.7078,Water,Forest,True
115.3998,-3.7033,Shrubland/Agriculture,Forest,True
115.4492,-3.7033,Forest,Forest,False
115.6154,-3.7033,Shrubland/Agriculture,Forest,True
115.4043,-3.6988,Forest,Forest,False
115.4178,-3.6988,Shrubland/Agriculture,Shrubland/Agriculture,False
115.4627,-3.6988,Forest,Forest,False
115.5436,-3.6988,Forest,Forest,False
115.6963,-3.6988,Forest,Forest,False
115.3998,-3.6943,Forest,Forest,False
115.6244,-3.6943,Built-up,Forest,True
115.4088,-3.6898,Forest,Forest,False
115.6154,-3.6898,Shrubland/Agriculture,Forest,True
115.7996,-3.6898,Shrubland/Agriculture,Forest,True
115.4537,-3.6853,Shrubland/Agriculture,Forest,True
115.4762,-3.6853,Shrubland/Agriculture,Shrubland/Agriculture,False
115.5391,-3.6853,Forest,Forest,False
115.5436,-3.6853,Forest,Forest,False
115.5525,-3.6853,Forest,Forest,False
115.557,-3.6853,Forest,Forest,False
115.6918,-3.6853,Forest,Forest,False
115.7367,-3.6853,Shrubland/Agriculture,Shrubland/Agriculture,False
115.4717,-3.6808,Shrubland/Agriculture,Forest,True
115.4986,-3.6808,Forest,Forest,False
115.6019,-3.6808,Shrubland/Agriculture,Forest,True
115.7097,-3.6808,Forest,Forest,False
115.4852,-3.6764,Shrubland/Agriculture,Forest,True
115.5166,-3.6764,Shrubland/Agriculture,Forest,True
115.5705,-3.6764,Forest,Forest,False
115.6738,-3.6764,Forest,Shrubland/Agriculture,True
115.7097,-3.6764,Shrubland/Agriculture,Forest,True
115.4672,-3.6719,Forest,Forest,False
115.6199,-3.6719,Shrubland/Agriculture,Forest,True
115.6514,-3.6719,Forest,Forest,False
115.7816,-3.6719,Forest,Forest,False
115.4088,-3.6674,Forest,Forest,False
115.5525,-3.6674,Forest,Forest,False
115.6109,-3.6674,Shrubland/Agriculture,Forest,True
115.6199,-3.6674,Shrubland/Agriculture,Forest,True
115.6424,-3.6674,Shrubland/Agriculture,Forest,True
115.6918,-3.6674,Forest,Forest,False
115.7008,-3.6674,Forest,Forest,False
115.7412,-3.6674,Shrubland/Agriculture,Forest,True
115.7861,-3.6674,Shrubland/Agriculture,Forest,True
115.7996,-3.6674,Water,Bare/Mining-like,True
115.6424,-3.6629,Bare/Mining-like,Built-up,True
115.4492,-3.6584,Forest,Forest,False
115.4852,-3.6584,Forest,Forest,False
115.5211,-3.6584,Forest,Forest,False
115.5301,-3.6584,Forest,Forest,False
115.6019,-3.6584,Shrubland/Agriculture,Forest,True
115.6379,-3.6584,Shrubland/Agriculture,Shrubland/Agriculture,False
115.7142,-3.6584,Forest,Forest,False
115.7322,-3.6584,Forest,Forest,False
115.7547,-3.6584,Shrubland/Agriculture,Forest,True
115.3998,-3.6539,Forest,Forest,False
115.4762,-3.6539,Water,Water,False
115.6828,-3.6539,Forest,Shrubland/Agriculture,True
115.7232,-3.6539,Forest,Forest,False
115.7547,-3.6539,Shrubland/Agriculture,Shrubland/Agriculture,False
115.4897,-3.6494,Shrubland/Agriculture,Forest,True
115.5391,-3.6494,Forest,Forest,False
115.584,-3.6494,Forest,Forest,False
115.7367,-3.6494,Shrubland/Agriculture,Forest,True
115.7412,-3.6494,Shrubland/Agriculture,Shrubland/Agriculture,False
115.7547,-3.6494,Shrubland/Agriculture,Forest,True
115.7592,-3.6494,Shrubland/Agriculture,Forest,True
115.8175,-3.6494,Bare/Mining-like,Water,True
115.8445,-3.6494,Water,Water,False
115.3998,-3.6449,Forest,Forest,False
115.5391,-3.6449,Forest,Forest,False
115.548,-3.6449,Forest,Forest,False
115.6469,-3.6449,Forest,Bare/Mining-like,True
115.6738,-3.6449,Forest,Forest,False
115.7008,-3.6449,Forest,Shrubland/Agriculture,True
115.7636,-3.6449,Shrubland/Agriculture,Forest,True
115.7861,-3.6449,Forest,Forest,False
115.8086,-3.6449,Shrubland/Agriculture,Forest,True
115.84,-3.6449,Water,Water,False
115.3998,-3.6404,Forest,Forest,False
115.4852,-3.6404,Shrubland/Agriculture,Forest,True
115.5391,-3.6404,Forest,Forest,False
115.6334,-3.6404,Shrubland/Agriculture,Bare/Mining-like,True
115.7142,-3.6404,Forest,Shrubland/Agriculture,True
115.7322,-3.6404,Forest,Forest,False
115.7726,-3.6404,Forest,Shrubland/Agriculture,True
115.84,-3.6404,Water,Water,False
115.858,-3.6404,Water,Water,False
115.4088,-3.6359,Forest,Forest,False
115.6558,-3.6359,Forest,Shrubland/Agriculture,True
115.9119,-3.6359,Water,Water,False
115.9164,-3.6359,Water,Water,False
115.4223,-3.6314,Forest,Forest,False
115.4717,-3.6314,Shrubland/Agriculture,Shrubland/Agriculture,False
115.8086,-3.6314,Shrubland/Agriculture,Forest,True
115.8714,-3.6314,Water,Water,False
115.9298,-3.6314,Water,Built-up,True
114.6273,-4.1974,Water,Water,False
114.6812,-4.1974,Water,Water,False
114.6228,-4.1929,Water,Water,False
114.6497,-4.1884,Water,Water,False
114.7126,-4.1884,Water,Water,False
114.6003,-4.1839,Water,Water,False
114.6452,-4.1839,Water,Water,False
114.7036,-4.1794,Water,Water,False
114.7081,-4.1794,Water,Water,False
114.5913,-4.1749,Water,Water,False
114.5958,-4.1749,Water,Water,False
114.6048,-4.1749,Water,Water,False
114.6408,-4.1749,Water,Water,False
114.6497,-4.1749,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6587,-4.1704,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7081,-4.1704,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6542,-4.1614,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6587,-4.1614,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7216,-4.1614,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7396,-4.1614,Shrubland/Agriculture,Forest,True
114.5869,-4.157,Water,Water,False
114.6273,-4.157,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6452,-4.157,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6587,-4.157,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6857,-4.157,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7216,-4.157,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7306,-4.157,Shrubland/Agriculture,Forest,True
114.7306,-4.1525,Built-up,Shrubland/Agriculture,True
114.5913,-4.148,Water,Water,False
114.6722,-4.148,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6857,-4.148,Forest,Shrubland/Agriculture,True
114.6946,-4.148,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6318,-4.1435,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6767,-4.139,Forest,Shrubland/Agriculture,True
114.6857,-4.139,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7171,-4.139,Forest,Forest,False
114.7665,-4.139,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7755,-4.139,Shrubland/Agriculture,Shrubland/Agriculture,False
114.5958,-4.1345,Water,Water,False
114.6138,-4.1345,Water,Water,False
114.7126,-4.1345,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7396,-4.1345,Shrubland/Agriculture,Shrubland/Agriculture,False
114.78,-4.1345,Water,Water,False
114.6273,-4.13,Water,Water,False
114.6677,-4.13,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6048,-4.1255,Water,Water,False
114.6228,-4.1255,Water,Water,False
114.789,-4.1255,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6452,-4.121,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6587,-4.121,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6946,-4.121,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7171,-4.121,Shrubland/Agriculture,Forest,True
114.7306,-4.121,Shrubland/Agriculture,Shrubland/Agriculture,False
114.753,-4.121,Built-up,Shrubland/Agriculture,True
114.7845,-4.121,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7306,-4.1165,Shrubland/Agriculture,Forest,True
114.8114,-4.1165,Water,Water,False
114.6722,-4.112,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7485,-4.112,Built-up,Shrubland/Agriculture,True
114.753,-4.112,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6183,-4.1075,Water,Water,False
114.6632,-4.1075,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7036,-4.1075,Shrubland/Agriculture,Shrubland/Agriculture,False
114.753,-4.1075,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6228,-4.1031,Water,Water,False
114.8024,-4.1031,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7036,-4.0986,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7126,-4.0986,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6228,-4.0941,Water,Water,False
114.7081,-4.0941,Forest,Shrubland/Agriculture,True
114.6273,-4.0896,Water,Water,False
114.6542,-4.0896,Forest,Forest,False
114.7935,-4.0896,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6003,-4.0851,Water,Water,False
114.6228,-4.0851,Water,Water,False
114.7081,-4.0851,Shrubland/Agriculture,Shrubland/Agriculture,False
114.798,-4.0851,Shrubland/Agriculture,Forest,True
114.6452,-4.0806,Forest,Forest,False
114.7575,-4.0806,Shrubland/Agriculture,Forest,True
114.7935,-4.0806,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8204,-4.0806,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6946,-4.0716,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7081,-4.0671,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7485,-4.0671,Shrubland/Agriculture,Forest,True
114.8159,-4.0671,Forest,Shrubland/Agriculture,True
114.6452,-4.0626,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6632,-4.0626,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6363,-4.0536,Shrubland/Agriculture,Shrubland/Agriculture,False
114.78,-4.0536,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6677,-4.0492,Forest,Forest,False
114.7036,-4.0492,Shrubland/Agriculture,Forest,True
114.6587,-4.0447,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6946,-4.0447,Forest,Forest,False
114.6228,-4.0402,Water,Water,False
114.6452,-4.0402,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7935,-4.0402,Shrubland/Agriculture,Forest,True
114.6228,-4.0357,Water,Water,False
114.8024,-4.0357,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6632,-4.0312,Shrubland/Agriculture,Forest,True
114.6273,-4.0267,Water,Water,False
114.6587,-4.0267,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7845,-4.0267,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7081,-4.0222,Forest,Shrubland/Agriculture,True
114.8159,-4.0222,Forest,Forest,False
114.6812,-4.0177,Forest,Shrubland/Agriculture,True
114.6183,-4.0132,Water,Water,False
114.7036,-4.0132,Forest,Shrubland/Agriculture,True
114.7935,-4.0132,Forest,Forest,False
114.8024,-4.0132,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7396,-4.0087,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6228,-4.0042,Water,Water,False
114.7351,-4.0042,Forest,Forest,False
114.6902,-3.9997,Forest,Forest,False
114.7351,-3.9997,Shrubland/Agriculture,Forest,True
114.7441,-3.9997,Forest,Forest,False
114.6003,-3.9953,Water,Water,False
114.7396,-3.9953,Forest,Forest,False
114.6093,-3.9908,Water,Water,False
114.7036,-3.9908,Built-up,Shrubland/Agriculture,True
114.7306,-3.9908,Forest,Shrubland/Agriculture,True
114.7485,-3.9908,Forest,Forest,False
114.753,-3.9908,Forest,Forest,False
114.5958,-3.9863,Water,Water,False
114.8159,-3.9863,Shrubland/Agriculture,Forest,True
114.6183,-3.9818,Water,Water,False
114.6991,-3.9818,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7216,-3.9818,Shrubland/Agriculture,Forest,True
114.7575,-3.9818,Forest,Forest,False
114.8159,-3.9818,Forest,Shrubland/Agriculture,True
114.6542,-3.9773,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6857,-3.9773,Shrubland/Agriculture,Built-up,True
114.7036,-3.9773,Shrubland/Agriculture,Built-up,True
114.7935,-3.9773,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6991,-3.9728,Shrubland/Agriculture,Shrubland/Agriculture,False
114.771,-3.9728,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8069,-3.9728,Forest,Forest,False
114.6003,-3.9683,Water,Water,False
114.7126,-3.9683,Forest,Built-up,True
114.7845,-3.9683,Forest,Forest,False
114.789,-3.9683,Forest,Forest,False
114.6542,-3.9638,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6946,-3.9638,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7261,-3.9638,Forest,Forest,False
114.8024,-3.9638,Forest,Forest,False
114.6093,-3.9593,Water,Water,False
114.789,-3.9593,Forest,Forest,False
114.6093,-3.9548,Water,Water,False
114.6138,-3.9548,Water,Water,False
114.771,-3.9548,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6497,-3.9503,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7216,-3.9503,Shrubland/Agriculture,Forest,True
114.7441,-3.9503,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6363,-3.9458,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6902,-3.9458,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6228,-3.9414,Shrubland/Agriculture,Forest,True
114.78,-3.9414,Forest,Forest,False
114.7935,-3.9414,Shrubland/Agriculture,Forest,True
114.6048,-3.9369,Water,Water,False
114.6273,-3.9369,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7485,-3.9369,Shrubland/Agriculture,Forest,True
114.5824,-3.9324,Water,Water,False
114.7935,-3.9324,Forest,Forest,False
114.7261,-3.9279,Shrubland/Agriculture,Forest,True
114.7845,-3.9279,Forest,Forest,False
114.5913,-3.9234,Water,Water,False
114.6677,-3.9234,Shrubland/Agriculture,Forest,True
114.7261,-3.9234,Forest,Shrubland/Agriculture,True
114.6183,-3.9189,Built-up,Water,True
114.6003,-3.9144,Water,Water,False
114.6273,-3.9144,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6722,-3.9144,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7216,-3.9144,Forest,Forest,False
114.7396,-3.9144,Shrubland/Agriculture,Shrubland/Agriculture,False
114.798,-3.9144,Forest,Forest,False
114.8204,-3.9144,Forest,Forest,False
114.6093,-3.9099,Water,Water,False
114.7081,-3.9099,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7351,-3.9099,Forest,Forest,False
114.7665,-3.9099,Shrubland/Agriculture,Forest,True
114.6048,-3.9054,Water,Water,False
114.6363,-3.9054,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6722,-3.9054,Forest,Forest,False
114.798,-3.9054,Forest,Forest,False
114.6093,-3.9009,Water,Water,False
114.7935,-3.9009,Forest,Shrubland/Agriculture,True
114.8204,-3.9009,Forest,Forest,False
114.789,-3.8964,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7935,-3.8964,Shrubland/Agriculture,Shrubland/Agriculture,False
114.5779,-3.892,Water,Water,False
114.6273,-3.892,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7171,-3.892,Shrubland/Agriculture,Forest,True
114.762,-3.892,Forest,Forest,False
114.7755,-3.892,Forest,Forest,False
114.6497,-3.8875,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7216,-3.8875,Forest,Forest,False
114.753,-3.8875,Shrubland/Agriculture,Forest,True
114.771,-3.8875,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6857,-3.883,Shrubland/Agriculture,Forest,True
114.7441,-3.883,Shrubland/Agriculture,Forest,True
114.753,-3.883,Forest,Forest,False
114.7665,-3.883,Forest,Forest,False
114.6632,-3.8785,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7036,-3.8785,Forest,Forest,False
114.7126,-3.8785,Shrubland/Agriculture,Forest,True
114.7261,-3.8785,Shrubland/Agriculture,Forest,True
114.7441,-3.8785,Forest,Forest,False
114.5913,-3.874,Water,Water,False
114.5958,-3.874,Water,Water,False
114.6048,-3.874,Water,Water,False
114.6452,-3.874,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7171,-3.874,Shrubland/Agriculture,Forest,True
114.7261,-3.874,Forest,Forest,False
114.6138,-3.8695,Shrubland/Agriculture,Forest,True
114.789,-3.8695,Shrubland/Agriculture,Shrubland/Agriculture,False
114.798,-3.8695,Shrubland/Agriculture,Forest,True
114.8069,-3.8695,Shrubland/Agriculture,Forest,True
114.5958,-3.865,Water,Water,False
114.6318,-3.865,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6857,-3.865,Shrubland/Agriculture,Forest,True
114.8069,-3.865,Forest,Forest,False
114.6587,-3.8605,Shrubland/Agriculture,Forest,True
114.6183,-3.856,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7036,-3.856,Forest,Forest,False
114.8204,-3.856,Shrubland/Agriculture,Built-up,True
114.6722,-3.8515,Forest,Forest,False
114.78,-3.8515,Forest,Forest,False
114.8069,-3.8515,Forest,Forest,False
114.7126,-3.847,Forest,Forest,False
114.7396,-3.847,Forest,Forest,False
114.7575,-3.847,Shrubland/Agriculture,Forest,True
114.6228,-3.8425,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6408,-3.8425,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6452,-3.8381,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6767,-3.8381,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7126,-3.8381,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6273,-3.8336,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6542,-3.8336,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6587,-3.8336,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6722,-3.8336,Shrubland/Agriculture,Forest,True
114.7665,-3.8336,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8024,-3.8336,Shrubland/Agriculture,Shrubland/Agriculture,False
114.5913,-3.8291,Water,Water,False
114.5958,-3.8291,Water,Water,False
114.6946,-3.8291,Shrubland/Agriculture,Forest,True
114.7935,-3.8291,Shrubland/Agriculture,Forest,True
114.5869,-3.8246,Water,Water,False
114.6902,-3.8246,Forest,Forest,False
114.8069,-3.8246,Shrubland/Agriculture,Forest,True
114.6991,-3.8201,Shrubland/Agriculture,Forest,True
114.771,-3.8201,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7755,-3.8156,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6677,-3.8111,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7261,-3.8111,Shrubland/Agriculture,Forest,True
114.78,-3.8111,Shrubland/Agriculture,Built-up,True
114.6273,-3.8066,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6408,-3.8066,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6452,-3.8066,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7036,-3.8066,Shrubland/Agriculture,Shrubland/Agriculture,False
114.789,-3.8066,Built-up,Built-up,False
114.5913,-3.8021,Water,Water,False
114.789,-3.8021,Built-up,Built-up,False
114.8159,-3.8021,Shrubland/Agriculture,Forest,True
114.771,-3.7976,Built-up,Built-up,False
114.789,-3.7976,Built-up,Built-up,False
114.8204,-3.7976,Shrubland/Agriculture,Forest,True
114.6273,-3.7931,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6991,-3.7931,Shrubland/Agriculture,Shrubland/Agriculture,False
114.789,-3.7931,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8114,-3.7931,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8159,-3.7931,Shrubland/Agriculture,Built-up,True
114.6363,-3.7886,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6722,-3.7886,Forest,Forest,False
114.7351,-3.7886,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7935,-3.7886,Forest,Forest,False
114.5958,-3.7842,Water,Water,False
114.6587,-3.7842,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7036,-3.7842,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7575,-3.7842,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7755,-3.7842,Shrubland/Agriculture,Shrubland/Agriculture,False
114.798,-3.7842,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6003,-3.7797,Water,Water,False
114.6812,-3.7797,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7126,-3.7797,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7261,-3.7797,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7935,-3.7797,Shrubland/Agriculture,Forest,True
114.798,-3.7797,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6228,-3.7752,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6991,-3.7752,Shrubland/Agriculture,Shrubland/Agriculture,False
114.789,-3.7752,Shrubland/Agriculture,Built-up,True
114.798,-3.7752,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6542,-3.7707,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7261,-3.7707,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8069,-3.7707,Forest,Forest,False
114.8159,-3.7707,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6003,-3.7662,Water,Water,False
114.6452,-3.7662,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7126,-3.7662,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7396,-3.7662,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7441,-3.7662,Forest,Forest,False
114.753,-3.7662,Forest,Forest,False
114.789,-3.7662,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6093,-3.7617,Water,Water,False
114.6542,-3.7617,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6632,-3.7617,Shrubland/Agriculture,Forest,True
114.6497,-3.7572,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7935,-3.7572,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8204,-3.7572,Shrubland/Agriculture,Shrubland/Agriculture,False
114.5913,-3.7527,Water,Water,False
114.6677,-3.7527,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8204,-3.7527,Shrubland/Agriculture,Forest,True
114.6452,-3.7482,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6677,-3.7482,Shrubland/Agriculture,Forest,True
114.7935,-3.7482,Forest,Forest,False
114.6003,-3.7437,Water,Water,False
114.6452,-3.7437,Shrubland/Agriculture,Shrubland/Agriculture,False
114.771,-3.7437,Forest,Forest,False
114.6138,-3.7347,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6946,-3.7347,Shrubland/Agriculture,Shrubland/Agriculture,False
114.771,-3.7347,Shrubland/Agriculture,Forest,True
