variable,coefficient,std_error,z_value,p_value,odds_ratio,significant
intercept,-4.883097062016504,0.03737873957902011,-130.6383553060543,0.0,0.007573522000903211,True
distance_to_ikn,-0.05776537229621293,0.03378711961720182,-1.7096862044080021,0.08732391515513886,0.9438713798332159,False
mining_density_10km,0.19475150019069876,0.010271922560364823,18.959595834782252,3.6796071096310646e-80,1.2150090194622747,True
elevation,-0.4907774824638727,0.0611740462252379,-8.022642161953284,1.0349451346602582e-15,0.6121502730179447,True
rainfall_annual,-0.2507873296520517,0.037788298386367436,-6.636639921911015,3.2091430264905316e-11,0.7781878514431368,True
