lon,lat,class_start,class_end,is_changed,transition_code,forest_loss,forest_gain,urbanization,mining_expansion
112.8396,-2.8634,1,1,0,1->1,0,0,0,0
112.9295,-2.8634,1,1,0,1->1,0,0,0,0
112.9654,-2.8589,0,0,0,0->0,0,0,0,0
112.8756,-2.8544,0,0,0,0->0,0,0,0,0
112.9115,-2.8544,1,0,1,1->0,0,1,0,0
112.9879,-2.8544,4,4,0,4->4,0,0,0,0
112.9923,-2.8544,0,0,0,0->0,0,0,0,0
113.0552,-2.8544,1,0,1,1->0,0,1,0,0
112.8037,-2.8499,1,1,0,1->1,0,0,0,0
112.8621,-2.8499,0,0,0,0->0,0,0,0,0
112.8756,-2.8499,0,1,1,0->1,1,0,0,0
112.9205,-2.8499,1,0,1,1->0,0,1,0,0
112.9474,-2.8499,2,2,0,2->2,0,0,0,0
112.9789,-2.8499,4,4,0,4->4,0,0,0,0
113.0148,-2.8499,0,0,0,0->0,0,0,0,0
113.0193,-2.8499,1,0,1,1->0,0,1,0,0
112.8262,-2.8454,1,1,0,1->1,0,0,0,0
112.934,-2.8454,1,0,1,1->0,0,1,0,0
113.0058,-2.8454,0,0,0,0->0,0,0,0,0
112.9384,-2.8409,0,0,0,0->0,0,0,0,0
112.7992,-2.8364,1,2,1,1->2,0,0,1,0
112.934,-2.8364,0,0,0,0->0,0,0,0,0
112.9519,-2.8364,0,1,1,0->1,1,0,0,0
112.9879,-2.8364,0,3,1,0->3,1,0,0,1
112.7992,-2.8319,1,1,0,1->1,0,0,0,0
112.8486,-2.8319,0,0,0,0->0,0,0,0,0
112.916,-2.8319,0,0,0,0->0,0,0,0,0
112.925,-2.8319,0,1,1,0->1,1,0,0,0
112.934,-2.8319,0,0,0,0->0,0,0,0,0
112.9474,-2.8319,0,0,0,0->0,0,0,0,0
113.0507,-2.8319,1,1,0,1->1,0,0,0,0
113.0912,-2.8319,0,0,0,0->0,0,0,0,0
112.8711,-2.8274,1,1,0,1->1,0,0,0,0
112.9879,-2.8274,0,0,0,0->0,0,0,0,0
113.0103,-2.8274,1,1,0,1->1,0,0,0,0
113.0238,-2.8274,1,1,0,1->1,0,0,0,0
113.0732,-2.8274,0,0,0,0->0,0,0,0,0
112.916,-2.823,0,0,0,0->0,0,0,0,0
112.9384,-2.823,0,0,0,0->0,0,0,0,0
112.9699,-2.823,1,1,0,1->1,0,0,0,0
112.9789,-2.823,0,0,0,0->0,0,0,0,0
113.0103,-2.823,1,1,0,1->1,0,0,0,0
112.9025,-2.8185,0,0,0,0->0,0,0,0,0
112.916,-2.8185,0,1,1,0->1,1,0,0,0
112.9384,-2.8185,0,0,0,0->0,0,0,0,0
112.9744,-2.8185,1,0,1,1->0,0,1,0,0
112.889,-2.814,1,1,0,1->1,0,0,0,0
112.8935,-2.814,1,1,0,1->1,0,0,0,0
112.9564,-2.814,4,4,0,4->4,0,0,0,0
113.0462,-2.814,1,1,0,1->1,0,0,0,0
112.8576,-2.8095,1,1,0,1->1,0,0,0,0
113.0013,-2.8095,1,1,0,1->1,0,0,0,0
113.0148,-2.8095,1,1,0,1->1,0,0,0,0
112.8441,-2.805,0,0,0,0->0,0,0,0,0
112.8711,-2.805,1,1,0,1->1,0,0,0,0
112.8845,-2.805,1,1,0,1->1,0,0,0,0
112.925,-2.805,1,1,0,1->1,0,0,0,0
113.0193,-2.805,1,1,0,1->1,0,0,0,0
113.0912,-2.805,0,0,0,0->0,0,0,0,0
112.5701,-2.8005,0,0,0,0->0,0,0,0,0
112.6689,-2.8005,1,1,0,1->1,0,0,0,0
112.7228,-2.8005,1,1,0,1->1,0,0,0,0
112.7767,-2.8005,0,1,1,0->1,1,0,0,0
112.8801,-2.8005,1,2,1,1->2,0,0,1,0
112.934,-2.8005,1,1,0,1->1,0,0,0,0
112.9744,-2.8005,0,0,0,0->0,0,0,0,0
113.0103,-2.8005,1,1,0,1->1,0,0,0,0
113.0238,-2.8005,1,1,0,1->1,0,0,0,0
112.7857,-2.796,0,0,0,0->0,0,0,0,0
112.8621,-2.796,1,0,1,1->0,0,1,0,0
112.8801,-2.796,1,1,0,1->1,0,0,0,0
112.9205,-2.796,1,1,0,1->1,0,0,0,0
112.9474,-2.796,4,4,0,4->4,0,0,0,0
113.0238,-2.796,1,0,1,1->0,0,1,0,0
113.0283,-2.796,0,1,1,0->1,1,0,0,0
112.5701,-2.7915,0,0,0,0->0,0,0,0,0
112.7139,-2.7915,1,1,0,1->1,0,0,0,0
112.7902,-2.7915,0,0,0,0->0,0,0,0,0
112.8351,-2.7915,0,0,0,0->0,0,0,0,0
112.8845,-2.7915,1,1,0,1->1,0,0,0,0
112.9789,-2.7915,0,1,1,0->1,1,0,0,0
113.0058,-2.7915,1,1,0,1->1,0,0,0,0
113.0148,-2.7915,1,0,1,1->0,0,1,0,0
112.6016,-2.787,0,0,0,0->0,0,0,0,0
112.624,-2.787,1,0,1,1->0,0,1,0,0
112.633,-2.787,0,0,0,0->0,0,0,0,0
112.6914,-2.787,0,0,0,0->0,0,0,0,0
112.8756,-2.787,1,1,0,1->1,0,0,0,0
112.9025,-2.787,0,1,1,0->1,1,0,0,0
112.9429,-2.787,0,0,0,0->0,0,0,0,0
112.9879,-2.787,0,0,0,0->0,0,0,0,0
113.0328,-2.787,1,1,0,1->1,0,0,0,0
113.0732,-2.787,0,0,0,0->0,0,0,0,0
112.5656,-2.7825,0,0,0,0->0,0,0,0,0
112.5746,-2.7825,1,1,0,1->1,0,0,0,0
112.5791,-2.7825,1,1,0,1->1,0,0,0,0
112.6914,-2.7825,1,1,0,1->1,0,0,0,0
112.7767,-2.7825,0,1,1,0->1,1,0,0,0
112.8621,-2.7825,1,1,0,1->1,0,0,0,0
112.8845,-2.7825,0,1,1,0->1,1,0,0,0
112.8935,-2.7825,1,1,0,1->1,0,0,0,0
113.0013,-2.7825,1,1,0,1->1,0,0,0,0
113.0058,-2.7825,1,1,0,1->1,0,0,0,0
113.0328,-2.7825,1,1,0,1->1,0,0,0,0
112.5701,-2.778,0,0,0,0->0,0,0,0,0
113.0238,-2.778,1,1,0,1->1,0,0,0,0
113.0912,-2.778,0,0,0,0->0,0,0,0,0
112.7543,-2.7735,0,0,0,0->0,0,0,0,0
112.8172,-2.7735,0,0,0,0->0,0,0,0,0
112.8935,-2.7735,0,1,1,0->1,1,0,0,0
112.9744,-2.7735,0,0,0,0->0,0,0,0,0
113.0822,-2.7735,0,0,0,0->0,0,0,0,0
112.651,-2.7691,1,1,0,1->1,0,0,0,0
112.7408,-2.7691,0,0,0,0->0,0,0,0,0
112.7498,-2.7691,0,0,0,0->0,0,0,0,0
112.907,-2.7691,0,0,0,0->0,0,0,0,0
112.9699,-2.7691,0,0,0,0->0,0,0,0,0
113.0193,-2.7691,1,1,0,1->1,0,0,0,0
113.0283,-2.7691,1,1,0,1->1,0,0,0,0
113.0822,-2.7691,0,0,0,0->0,0,0,0,0
112.5612,-2.7646,1,0,1,1->0,0,1,0,0
112.624,-2.7646,0,0,0,0->0,0,0,0,0
112.7094,-2.7646,0,0,0,0->0,0,0,0,0
112.8441,-2.7646,2,0,1,2->0,0,1,0,0
112.8801,-2.7646,0,1,1,0->1,1,0,0,0
113.0013,-2.7646,1,1,0,1->1,0,0,0,0
112.5387,-2.7601,0,0,0,0->0,0,0,0,0
112.7273,-2.7601,0,0,0,0->0,0,0,0,0
112.7498,-2.7601,0,0,0,0->0,0,0,0,0
112.8217,-2.7601,0,0,0,0->0,0,0,0,0
112.889,-2.7601,0,0,0,0->0,0,0,0,0
112.9879,-2.7601,1,1,0,1->1,0,0,0,0
113.0777,-2.7601,0,0,0,0->0,0,0,0,0
112.5971,-2.7556,1,0,1,1->0,0,1,0,0
112.7363,-2.7556,0,0,0,0->0,0,0,0,0
112.9115,-2.7556,4,4,0,4->4,0,0,0,0
112.5656,-2.7511,1,1,0,1->1,0,0,0,0
112.624,-2.7511,1,1,0,1->1,0,0,0,0
112.6689,-2.7511,1,1,0,1->1,0,0,0,0
112.7184,-2.7511,3,1,1,3->1,0,0,0,0
112.7678,-2.7511,0,0,0,0->0,0,0,0,0
112.8306,-2.7511,0,0,0,0->0,0,0,0,0
112.8396,-2.7511,1,0,1,1->0,0,1,0,0
112.8935,-2.7511,0,0,0,0->0,0,0,0,0
113.0552,-2.7511,0,0,0,0->0,0,0,0,0
113.0642,-2.7511,0,0,0,0->0,0,0,0,0
113.0687,-2.7511,0,0,0,0->0,0,0,0,0
112.6959,-2.7466,0,0,0,0->0,0,0,0,0
112.8172,-2.7466,0,0,0,0->0,0,0,0,0
112.8666,-2.7466,1,0,1,1->0,0,1,0,0
112.9474,-2.7466,0,0,0,0->0,0,0,0,0
112.9744,-2.7466,1,1,0,1->1,0,0,0,0
112.624,-2.7421,1,1,0,1->1,0,0,0,0
112.7588,-2.7421,0,0,0,0->0,0,0,0,0
112.7678,-2.7421,0,0,0,0->0,0,0,0,0
112.8396,-2.7421,0,1,1,0->1,1,0,0,0
112.8935,-2.7421,1,1,0,1->1,0,0,0,0
112.9295,-2.7421,1,1,0,1->1,0,0,0,0
113.0912,-2.7421,0,0,0,0->0,0,0,0,0
112.5432,-2.7376,0,0,0,0->0,0,0,0,0
112.5656,-2.7376,1,0,1,1->0,0,1,0,0
112.5881,-2.7376,1,0,1,1->0,0,1,0,0
112.5971,-2.7376,0,0,0,0->0,0,0,0,0
112.6061,-2.7376,1,1,0,1->1,0,0,0,0
112.6195,-2.7376,1,0,1,1->0,0,1,0,0
112.7453,-2.7376,0,0,0,0->0,0,0,0,0
112.7633,-2.7376,0,0,0,0->0,0,0,0,0
112.7902,-2.7376,0,1,1,0->1,1,0,0,0
112.8396,-2.7376,1,1,0,1->1,0,0,0,0
112.8935,-2.7376,0,0,0,0->0,0,0,0,0
112.9564,-2.7376,0,0,0,0->0,0,0,0,0
112.9923,-2.7376,1,1,0,1->1,0,0,0,0
113.0328,-2.7376,0,0,0,0->0,0,0,0,0
113.0822,-2.7376,0,0,0,0->0,0,0,0,0
112.5656,-2.7331,1,0,1,1->0,0,1,0,0
112.5881,-2.7331,1,0,1,1->0,0,1,0,0
112.6734,-2.7331,0,0,0,0->0,0,0,0,0
112.7094,-2.7331,1,0,1,1->0,0,1,0,0
112.8127,-2.7331,0,0,0,0->0,0,0,0,0
113.0462,-2.7331,0,0,0,0->0,0,0,0,0
113.0642,-2.7331,0,0,0,0->0,0,0,0,0
113.0822,-2.7331,0,0,0,0->0,0,0,0,0
112.5252,-2.7286,0,0,0,0->0,0,0,0,0
112.6465,-2.7286,0,0,0,0->0,0,0,0,0
112.7633,-2.7286,0,0,0,0->0,0,0,0,0
112.7723,-2.7286,0,0,0,0->0,0,0,0,0
112.8262,-2.7286,0,1,1,0->1,1,0,0,0
112.8621,-2.7286,0,0,0,0->0,0,0,0,0
112.9025,-2.7286,0,0,0,0->0,0,0,0,0
112.9609,-2.7286,0,1,1,0->1,1,0,0,0
113.0552,-2.7286,0,0,0,0->0,0,0,0,0
113.0597,-2.7286,0,0,0,0->0,0,0,0,0
112.5791,-2.7241,0,0,0,0->0,0,0,0,0
112.642,-2.7241,0,0,0,0->0,0,0,0,0
112.6465,-2.7241,1,0,1,1->0,0,1,0,0
112.6959,-2.7241,0,0,0,0->0,0,0,0,0
112.7094,-2.7241,1,0,1,1->0,0,1,0,0
112.7318,-2.7241,1,1,0,1->1,0,0,0,0
112.7947,-2.7241,1,1,0,1->1,0,0,0,0
112.8756,-2.7241,0,0,0,0->0,0,0,0,0
112.907,-2.7241,1,1,0,1->1,0,0,0,0
112.9519,-2.7241,0,0,0,0->0,0,0,0,0
112.9609,-2.7241,0,1,1,0->1,1,0,0,0
113.0013,-2.7241,1,1,0,1->1,0,0,0,0
112.5971,-2.7196,1,1,0,1->1,0,0,0,0
112.6106,-2.7196,1,1,0,1->1,0,0,0,0
112.633,-2.7196,1,1,0,1->1,0,0,0,0
112.651,-2.7196,1,2,1,1->2,0,0,1,0
112.7273,-2.7196,0,1,1,0->1,1,0,0,0
112.7947,-2.7196,1,1,0,1->1,0,0,0,0
112.907,-2.7196,1,1,0,1->1,0,0,0,0
112.934,-2.7196,4,4,0,4->4,0,0,0,0
112.9654,-2.7196,0,0,0,0->0,0,0,0,0
113.0328,-2.7196,0,0,0,0->0,0,0,0,0
112.7004,-2.7152,0,1,1,0->1,1,0,0,0
112.7184,-2.7152,1,1,0,1->1,0,0,0,0
112.7273,-2.7152,0,1,1,0->1,1,0,0,0
112.5252,-2.7107,0,0,0,0->0,0,0,0,0
112.6555,-2.7107,1,0,1,1->0,0,1,0,0
112.7049,-2.7107,0,1,1,0->1,1,0,0,0
112.7273,-2.7107,1,0,1,1->0,0,1,0,0
112.6016,-2.7062,1,0,1,1->0,0,1,0,0
112.6285,-2.7062,1,1,0,1->1,0,0,0,0
112.7273,-2.7062,1,0,1,1->0,0,1,0,0
112.7723,-2.7062,3,1,1,3->1,0,0,0,0
112.5342,-2.7017,0,0,0,0->0,0,0,0,0
112.6689,-2.7017,1,1,0,1->1,0,0,0,0
112.5387,-2.6972,0,0,0,0->0,0,0,0,0
112.6645,-2.6972,0,0,0,0->0,0,0,0,0
112.7453,-2.6972,1,0,1,1->0,0,1,0,0
112.5387,-2.6927,0,0,0,0->0,0,0,0,0
112.5746,-2.6927,0,0,0,0->0,0,0,0,0
112.624,-2.6927,0,0,0,0->0,0,0,0,0
112.6555,-2.6927,0,0,0,0->0,0,0,0,0
112.6914,-2.6927,1,0,1,1->0,0,1,0,0
112.7273,-2.6927,4,1,1,4->1,0,0,0,0
112.7588,-2.6927,4,1,1,4->1,0,0,0,0
112.8621,-2.6927,1,0,1,1->0,0,1,0,0
112.5342,-2.6882,0,0,0,0->0,0,0,0,0
112.5612,-2.6882,0,0,0,0->0,0,0,0,0
112.7094,-2.6882,0,0,0,0->0,0,0,0,0
112.8531,-2.6882,1,1,0,1->1,0,0,0,0
112.8756,-2.6882,1,1,0,1->1,0,0,0,0
112.7363,-2.6837,3,2,1,3->2,0,0,1,0
112.7992,-2.6837,1,1,0,1->1,0,0,0,0
112.5567,-2.6792,0,0,0,0->0,0,0,0,0
112.5881,-2.6792,0,0,0,0->0,0,0,0,0
112.6061,-2.6792,0,0,0,0->0,0,0,0,0
112.6285,-2.6792,0,0,0,0->0,0,0,0,0
112.7408,-2.6792,2,2,0,2->2,0,0,0,0
112.8217,-2.6792,1,1,0,1->1,0,0,0,0
112.6106,-2.6747,0,0,0,0->0,0,0,0,0
112.6869,-2.6747,1,0,1,1->0,0,1,0,0
112.8306,-2.6747,1,1,0,1->1,0,0,0,0
112.7273,-2.6702,1,1,0,1->1,0,0,0,0
112.7184,-2.6658,1,1,0,1->1,0,0,0,0
112.7273,-2.6658,0,1,1,0->1,1,0,0,0
112.7543,-2.6658,0,0,0,0->0,0,0,0,0
112.5342,-2.6613,0,0,0,0->0,0,0,0,0
112.5791,-2.6613,0,0,0,0->0,0,0,0,0
112.7273,-2.6613,1,1,0,1->1,0,0,0,0
112.7318,-2.6613,0,0,0,0->0,0,0,0,0
112.5701,-2.6568,0,0,0,0->0,0,0,0,0
112.7363,-2.6568,0,0,0,0->0,0,0,0,0
112.5522,-2.6523,0,0,0,0->0,0,0,0,0
112.642,-2.6523,0,0,0,0->0,0,0,0,0
112.6465,-2.6523,1,0,1,1->0,0,1,0,0
112.7318,-2.6523,0,0,0,0->0,0,0,0,0
112.7723,-2.6523,0,0,0,0->0,0,0,0,0
112.8396,-2.6523,1,1,0,1->1,0,0,0,0
112.5881,-2.6478,0,0,0,0->0,0,0,0,0
112.6689,-2.6478,0,0,0,0->0,0,0,0,0
112.7363,-2.6478,1,0,1,1->0,0,1,0,0
112.7992,-2.6478,1,1,0,1->1,0,0,0,0
112.615,-2.6433,0,0,0,0->0,0,0,0,0
112.7228,-2.6433,1,1,0,1->1,0,0,0,0
112.7363,-2.6433,0,1,1,0->1,1,0,0,0
112.5701,-2.6388,0,0,0,0->0,0,0,0,0
112.6016,-2.6388,0,0,0,0->0,0,0,0,0
112.6645,-2.6388,0,0,0,0->0,0,0,0,0
112.7004,-2.6388,1,1,0,1->1,0,0,0,0
112.7678,-2.6388,0,0,0,0->0,0,0,0,0
112.8441,-2.6388,2,1,1,2->1,0,0,0,0
112.8486,-2.6388,0,1,1,0->1,1,0,0,0
112.8845,-2.6388,1,1,0,1->1,0,0,0,0
112.5297,-2.6343,0,0,0,0->0,0,0,0,0
112.6061,-2.6343,0,0,0,0->0,0,0,0,0
112.624,-2.6343,0,0,0,0->0,0,0,0,0
112.651,-2.6343,2,0,1,2->0,0,1,0,0
112.7184,-2.6343,1,1,0,1->1,0,0,0,0
112.7588,-2.6343,0,0,0,0->0,0,0,0,0
112.8306,-2.6343,1,0,1,1->0,0,1,0,0
112.8396,-2.6343,1,1,0,1->1,0,0,0,0
112.8666,-2.6343,1,0,1,1->0,0,1,0,0
112.8845,-2.6343,1,0,1,1->0,0,1,0,0
112.5836,-2.6298,1,0,1,1->0,0,1,0,0
112.6465,-2.6298,0,0,0,0->0,0,0,0,0
112.651,-2.6298,0,1,1,0->1,1,0,0,0
112.7543,-2.6298,0,0,0,0->0,0,0,0,0
112.7633,-2.6298,0,0,0,0->0,0,0,0,0
112.8621,-2.6298,1,0,1,1->0,0,1,0,0
112.8801,-2.6298,1,0,1,1->0,0,1,0,0
112.6195,-2.6253,0,0,0,0->0,0,0,0,0
112.6869,-2.6253,1,0,1,1->0,0,1,0,0
112.7857,-2.6253,1,1,0,1->1,0,0,0,0
112.8037,-2.6253,0,0,0,0->0,0,0,0,0
112.8262,-2.6253,0,0,0,0->0,0,0,0,0
112.8531,-2.6253,1,0,1,1->0,0,1,0,0
112.5612,-2.6208,0,0,0,0->0,0,0,0,0
112.6645,-2.6208,1,1,0,1->1,0,0,0,0
112.7139,-2.6208,1,1,0,1->1,0,0,0,0
112.7543,-2.6208,0,0,0,0->0,0,0,0,0
112.7812,-2.6208,1,1,0,1->1,0,0,0,0
112.8082,-2.6208,1,1,0,1->1,0,0,0,0
112.8441,-2.6208,1,0,1,1->0,0,1,0,0
112.5252,-2.6163,0,0,0,0->0,0,0,0,0
112.5477,-2.6163,0,0,0,0->0,0,0,0,0
112.651,-2.6163,1,0,1,1->0,0,1,0,0
112.7318,-2.6163,0,0,0,0->0,0,0,0,0
112.7723,-2.6163,1,1,0,1->1,0,0,0,0
112.8666,-2.6163,1,1,0,1->1,0,0,0,0
112.5567,-2.6119,0,0,0,0->0,0,0,0,0
112.5746,-2.6119,0,0,0,0->0,0,0,0,0
112.6555,-2.6119,1,1,0,1->1,0,0,0,0
112.6779,-2.6119,1,1,0,1->1,0,0,0,0
112.5926,-2.6074,0,0,0,0->0,0,0,0,0
112.6375,-2.6074,1,1,0,1->1,0,0,0,0
112.651,-2.6074,1,2,1,1->2,0,0,1,0
112.7094,-2.6074,1,0,1,1->0,0,1,0,0
112.7139,-2.6074,1,1,0,1->1,0,0,0,0
112.5297,-2.6029,0,0,0,0->0,0,0,0,0
112.7049,-2.6029,0,0,0,0->0,0,0,0,0
112.8441,-2.6029,0,0,0,0->0,0,0,0,0
112.8621,-2.6029,0,0,0,0->0,0,0,0,0
112.8801,-2.6029,1,0,1,1->0,0,1,0,0
112.5656,-2.5984,0,0,0,0->0,0,0,0,0
112.6285,-2.5984,1,1,0,1->1,0,0,0,0
112.6689,-2.5984,4,1,1,4->1,0,0,0,0
112.7184,-2.5984,1,1,0,1->1,0,0,0,0
112.8082,-2.5984,1,1,0,1->1,0,0,0,0
112.5656,-2.5939,0,1,1,0->1,1,0,0,0
112.7094,-2.5939,0,0,0,0->0,0,0,0,0
112.7453,-2.5939,0,1,1,0->1,1,0,0,0
112.7678,-2.5939,0,1,1,0->1,1,0,0,0
112.7992,-2.5939,0,0,0,0->0,0,0,0,0
112.8666,-2.5939,1,0,1,1->0,0,1,0,0
112.5252,-2.5894,0,0,0,0->0,0,0,0,0
112.5297,-2.5894,0,2,1,0->2,1,0,1,0
112.5477,-2.5894,0,1,1,0->1,1,0,0,0
112.6689,-2.5894,4,2,1,4->2,0,0,1,0
112.7408,-2.5894,0,0,0,0->0,0,0,0,0
112.7498,-2.5894,0,0,0,0->0,0,0,0,0
112.8082,-2.5894,0,0,0,0->0,0,0,0,0
112.8711,-2.5894,1,1,0,1->1,0,0,0,0
112.5656,-2.5849,0,1,1,0->1,1,0,0,0
112.5701,-2.5849,0,0,0,0->0,0,0,0,0
112.6285,-2.5849,1,0,1,1->0,0,1,0,0
112.633,-2.5849,0,0,0,0->0,0,0,0,0
112.651,-2.5849,0,0,0,0->0,0,0,0,0
112.6869,-2.5849,0,0,0,0->0,0,0,0,0
112.7094,-2.5849,0,0,0,0->0,0,0,0,0
112.7588,-2.5849,0,0,0,0->0,0,0,0,0
112.7767,-2.5849,0,0,0,0->0,0,0,0,0
112.8801,-2.5849,1,0,1,1->0,0,1,0,0
112.5746,-2.5804,0,0,0,0->0,0,0,0,0
112.6959,-2.5804,0,0,0,0->0,0,0,0,0
112.7049,-2.5804,0,0,0,0->0,0,0,0,0
112.8576,-2.5804,1,1,0,1->1,0,0,0,0
112.7633,-2.5759,0,0,0,0->0,0,0,0,0
112.8217,-2.5759,1,0,1,1->0,0,1,0,0
112.5656,-2.5714,0,1,1,0->1,1,0,0,0
112.7767,-2.5714,0,0,0,0->0,0,0,0,0
112.7812,-2.5714,1,1,0,1->1,0,0,0,0
112.8082,-2.5714,0,0,0,0->0,0,0,0,0
112.5791,-2.5669,0,0,0,0->0,0,0,0,0
112.5836,-2.5669,0,0,0,0->0,0,0,0,0
112.7228,-2.5669,0,0,0,0->0,0,0,0,0
112.7992,-2.5669,0,0,0,0->0,0,0,0,0
112.5746,-2.5624,0,0,0,0->0,0,0,0,0
112.6959,-2.5624,0,0,0,0->0,0,0,0,0
112.7543,-2.5624,0,0,0,0->0,0,0,0,0
112.8351,-2.5624,1,0,1,1->0,0,1,0,0
112.8441,-2.5624,1,0,1,1->0,0,1,0,0
112.8801,-2.5624,1,1,0,1->1,0,0,0,0
112.5522,-2.558,0,1,1,0->1,1,0,0,0
112.5612,-2.558,0,1,1,0->1,1,0,0,0
112.6195,-2.558,0,0,0,0->0,0,0,0,0
112.633,-2.558,0,0,0,0->0,0,0,0,0
112.66,-2.558,0,0,0,0->0,0,0,0,0
112.6959,-2.558,1,0,1,1->0,0,1,0,0
112.7543,-2.558,0,0,0,0->0,0,0,0,0
112.7588,-2.558,0,0,0,0->0,0,0,0,0
112.7947,-2.558,0,0,0,0->0,0,0,0,0
112.8306,-2.558,1,1,0,1->1,0,0,0,0
112.5432,-2.5535,0,0,0,0->0,0,0,0,0
112.7678,-2.5535,0,0,0,0->0,0,0,0,0
112.8486,-2.5535,0,0,0,0->0,0,0,0,0
112.633,-2.549,0,0,0,0->0,0,0,0,0
112.651,-2.549,1,0,1,1->0,0,1,0,0
112.7363,-2.549,0,0,0,0->0,0,0,0,0
112.7543,-2.549,0,0,0,0->0,0,0,0,0
112.7678,-2.549,0,0,0,0->0,0,0,0,0
112.8351,-2.549,0,0,0,0->0,0,0,0,0
112.8441,-2.549,1,0,1,1->0,0,1,0,0
112.624,-2.5445,0,0,0,0->0,0,0,0,0
112.6285,-2.5445,0,0,0,0->0,0,0,0,0
112.7094,-2.5445,0,0,0,0->0,0,0,0,0
112.7408,-2.5445,0,0,0,0->0,0,0,0,0
112.7453,-2.5445,0,0,0,0->0,0,0,0,0
112.5387,-2.54,0,0,0,0->0,0,0,0,0
112.5522,-2.54,0,0,0,0->0,0,0,0,0
112.6555,-2.54,0,0,0,0->0,0,0,0,0
112.6645,-2.54,0,0,0,0->0,0,0,0,0
112.6689,-2.54,0,0,0,0->0,0,0,0,0
112.7318,-2.54,0,0,0,0->0,0,0,0,0
112.7498,-2.54,0,0,0,0->0,0,0,0,0
112.8217,-2.54,0,0,0,0->0,0,0,0,0
112.8845,-2.54,1,2,1,1->2,0,0,1,0
112.5342,-2.5355,0,0,0,0->0,0,0,0,0
112.5432,-2.5355,0,0,0,0->0,0,0,0,0
112.5612,-2.5355,0,0,0,0->0,0,0,0,0
112.5971,-2.5355,1,1,0,1->1,0,0,0,0
112.6734,-2.5355,0,0,0,0->0,0,0,0,0
112.7004,-2.5355,0,0,0,0->0,0,0,0,0
112.7184,-2.5355,0,0,0,0->0,0,0,0,0
112.7318,-2.5355,0,0,0,0->0,0,0,0,0
112.7408,-2.5355,0,0,0,0->0,0,0,0,0
112.7498,-2.5355,0,0,0,0->0,0,0,0,0
112.7588,-2.5355,0,0,0,0->0,0,0,0,0
112.8576,-2.5355,1,0,1,1->0,0,1,0,0
112.6555,-2.531,0,0,0,0->0,0,0,0,0
112.6689,-2.531,0,0,0,0->0,0,0,0,0
112.6779,-2.531,0,0,0,0->0,0,0,0,0
112.7094,-2.531,0,0,0,0->0,0,0,0,0
112.8486,-2.531,1,0,1,1->0,0,1,0,0
112.5612,-2.5265,0,0,0,0->0,0,0,0,0
112.5656,-2.5265,0,0,0,0->0,0,0,0,0
112.6195,-2.5265,1,0,1,1->0,0,1,0,0
112.642,-2.5265,0,0,0,0->0,0,0,0,0
112.5836,-2.522,0,0,0,0->0,0,0,0,0
112.6645,-2.522,0,0,0,0->0,0,0,0,0
112.7228,-2.522,0,0,0,0->0,0,0,0,0
112.5252,-2.5175,0,1,1,0->1,1,0,0,0
112.6285,-2.5175,0,2,1,0->2,1,0,1,0
112.642,-2.5175,0,1,1,0->1,1,0,0,0
112.7049,-2.5175,0,0,0,0->0,0,0,0,0
112.8262,-2.5175,0,0,0,0->0,0,0,0,0
112.8845,-2.5175,1,2,1,1->2,0,0,1,0
112.6061,-2.513,0,0,0,0->0,0,0,0,0
112.66,-2.513,0,0,0,0->0,0,0,0,0
112.6689,-2.513,0,0,0,0->0,0,0,0,0
112.6779,-2.513,0,0,0,0->0,0,0,0,0
112.7004,-2.513,0,0,0,0->0,0,0,0,0
112.7767,-2.513,0,0,0,0->0,0,0,0,0
112.5656,-2.5085,0,1,1,0->1,1,0,0,0
112.5971,-2.5085,0,0,0,0->0,0,0,0,0
112.8306,-2.5085,0,0,0,0->0,0,0,0,0
112.5252,-2.5041,0,0,0,0->0,0,0,0,0
112.6106,-2.5041,0,0,0,0->0,0,0,0,0
112.6689,-2.5041,0,0,0,0->0,0,0,0,0
112.6869,-2.5041,0,0,0,0->0,0,0,0,0
112.6914,-2.5041,0,0,0,0->0,0,0,0,0
112.7318,-2.5041,0,0,0,0->0,0,0,0,0
112.7633,-2.5041,0,0,0,0->0,0,0,0,0
112.8396,-2.5041,0,0,0,0->0,0,0,0,0
112.5567,-2.4996,1,1,0,1->1,0,0,0,0
112.6375,-2.4996,0,0,0,0->0,0,0,0,0
112.6869,-2.4996,0,0,0,0->0,0,0,0,0
112.6914,-2.4996,0,0,0,0->0,0,0,0,0
112.8845,-2.4996,1,1,0,1->1,0,0,0,0
112.5522,-2.4951,0,0,0,0->0,0,0,0,0
112.6689,-2.4951,0,0,0,0->0,0,0,0,0
112.7678,-2.4951,0,0,0,0->0,0,0,0,0
112.8127,-2.4951,0,0,0,0->0,0,0,0,0
112.8441,-2.4951,0,0,0,0->0,0,0,0,0
112.5701,-2.4906,0,0,0,0->0,0,0,0,0
112.6016,-2.4906,0,0,0,0->0,0,0,0,0
112.6061,-2.4906,0,0,0,0->0,0,0,0,0
112.6555,-2.4906,0,0,0,0->0,0,0,0,0
112.6869,-2.4906,0,0,0,0->0,0,0,0,0
112.6914,-2.4906,0,0,0,0->0,0,0,0,0
112.8801,-2.4906,1,1,0,1->1,0,0,0,0
112.5342,-2.4861,1,0,1,1->0,0,1,0,0
112.6824,-2.4861,0,0,0,0->0,0,0,0,0
112.6914,-2.4861,0,0,0,0->0,0,0,0,0
